SOURCE_FAMILY,CLASSIFICATION,REASON,FILE_NAME,FULL_PATH,SIZE_BYTES,INVALID_SIGNAL_EXCERPT,DEVELOPMENT_SIGNAL_EXCERPT,POSITIVE_SIGNAL_EXCERPT,MIXED_SIGNAL_EXCERPT
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,01_SIGNATURE_FREEZE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\01_SIGNATURE_FREEZE_SHA256.csv,2287,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,02_SIGNATURE_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\02_SIGNATURE_FREEZE_RECORD.txt,759,,,"eze the validated WF1-A source evidence BEFORE any external parquet population is inspected or scored. IMPORTANT ========= This is the SOURCE SIGNATURE FREEZE. It is NOT YET the final passive population classifier. The next step is to derive only those structural coordinates that are computable identically from RSOS material and ordinary parquet conversations,",
WF1-A,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF1_B_FINAL_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\10_FREEZE\WF1_B_FINAL_FREEZE_RECORD.txt,272,,,WF1-B FINAL FREEZE STATUS: FINAL_AUTHORITY FINDING: VALID POSITIVE CORE FAILED SECONDARY CEM CALIBRATION MANIFEST SHA256: bbfdf57d31ec9174fc1108066c66b03ad70127c4fb695e6ad82f49f9f9fcab37 ,
WF1-A,AUTHORITATIVE_CANDIDATE,6 positive authority signals,00_FINAL_ADJUDICATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\00_FINAL_ADJUDICATION.txt,2012,,,WF1-B FINAL AUTHORITY ADJUDICATION EXPERIMENT ========== WF1-B External Population Parquet Fresh WildChat shard 00014 EXECUTION ========= COMPLETED SCIENTIFIC VALIDITY =================== ,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,01_FINAL_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\01_FINAL_MANIFEST.csv,1845,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,SELECTION_AND_METHOD_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\00_PREFLIGHT\SELECTION_AND_METHOD_FREEZE.json,1531,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,F2_B_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\F2_B_SUMMARY.json,1827,,,"6015950701551, ""ONE_IN"": 6618.0, ""LINEAGE_ACTUAL_COVERAGE"": 0.8029197080291971 } ], ""cem_gate"": ""FAILED_CALIBRATION"", ""claim_boundary"": ""Population rarity in frozen WF1-B fresh WildChat shard 14. Absolute global uniqueness and literal neural-weight modification are not established by this experiment alone."" }",
WF1-A,AUTHORITATIVE_CANDIDATE,4 positive authority signals,STATUS_LEDGER.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\STATUS_LEDGER.csv,1279,,,"MEASUREMENT,STATUS,DETAIL FRESH_SHARD_SELECTION,PASS,WF1-B frozen fresh shard 14 only; prior F2 shards excluded. EXTRACTOR_PARITY,PASS,Main V2 + window deterministic fixture parity passed. EXACT_ELIGIBILITY,PASS,raw >=1500 chars/4 turns and post",
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,SELECTION_AND_METHOD_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\FRESH_SHARD14_CONFIRMATION_R3\00_PREFLIGHT\SELECTION_AND_METHOD_FREEZE.json,1531,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,F2_B_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\FRESH_SHARD14_CONFIRMATION_R3\07_AUDIT\F2_B_SUMMARY.json,1827,,,"6015950701551, ""ONE_IN"": 6618.0, ""LINEAGE_ACTUAL_COVERAGE"": 0.8029197080291971 } ], ""cem_gate"": ""FAILED_CALIBRATION"", ""claim_boundary"": ""Population rarity in frozen WF1-B fresh WildChat shard 14. Absolute global uniqueness and literal neural-weight modification are not established by this experiment alone."" }",
WF1-A,AUTHORITATIVE_CANDIDATE,4 positive authority signals,STATUS_LEDGER.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\FRESH_SHARD14_CONFIRMATION_R3\07_AUDIT\STATUS_LEDGER.csv,1279,,,"MEASUREMENT,STATUS,DETAIL FRESH_SHARD_SELECTION,PASS,WF1-B frozen fresh shard 14 only; prior F2 shards excluded. EXTRACTOR_PARITY,PASS,Main V2 + window deterministic fixture parity passed. EXACT_ELIGIBILITY,PASS,raw >=1500 chars/4 turns and post",
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\16_FINAL_SUMMARY.json,1674,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\28_MODEL_NATIVE_SUMMARY.csv,8487,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\16_FINAL_SUMMARY.json,1675,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\28_MODEL_NATIVE_SUMMARY.csv,8437,,,,
WF1-A,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\DIAGNOSTIC\WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt,164769,"1.py:5699: raise RuntimeError( C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE _CAUSAL_TOPOLOGY_R1.py:5700: f""INCOMPLETE "" C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE _CAUSAL_TOPOLOGY_R1.py:5701: f""main_missing={len(missing)} "" C:\",,8 +03:00 CURRENT CLASSIFICATION ====================== INCOMPLETE_TECHNICAL_EXECUTION Scientific result status: NOT_ADJUDICATED Validated positive: NO Validated negative: NO Final authority: NO RUNNER STATE ============ EXITED CURRENT OUTPUT STATE ==================== Output files: 21 SHA256 manifest: C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAU,
WF1-A,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF1_A_INVALID_PLUS_MECHANISM_AUDIT_20260913_134332.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\DIAGNOSTIC\WF1_A_INVALID_PLUS_MECHANISM_AUDIT_20260913_134332.txt,88262," indent=2 5694: ), 5695: encoding=""utf-8"" 5696: ) 5697: 5698: if missing or nmissing: 5699: raise RuntimeError( 5700: f""INCOMPLETE "" 5701: f""main_missing={len(missing)} "" 5702: f""native_missing={len(nmissing)}. "" 5703: ""Rerun exact frozen runner."" 5704: ) 5705:",,"5: response 1416: ) 1417: 1418: parsed = parse_json_object( 1419: text 1420: ) 1421: 1422: valid,reason = validate_output( 1423: parsed, 1424: payload 1425: ) 1426: 1427: if not valid: 1428: raise ",
WF1-A,AUTHORITATIVE_CANDIDATE,11 positive authority signals,WF1_A_R1_PASS3_FINAL_COLLECTION_BOUNDARY_20260913_212144.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\DIAGNOSTIC\WF1_A_R1_PASS3_FINAL_COLLECTION_BOUNDARY_20260913_212144.txt,1945,,,WF1-A V12-R R1 FINAL COLLECTION PASS BOUNDARY UTC === 2026-09-13T18:21:44.9561682Z RUNNER ====== C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00_FROZEN_RUNNER.py RUNNER_SH,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF1_A_V12_R_PREREGISTRATION_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\FREEZE\WF1_A_V12_R_PREREGISTRATION_SHA256.csv,387,,,,
WF1-A,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF1_A_V12_R_PREREGISTERED_PROTOCOL.md,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\PROTOCOL\WF1_A_V12_R_PREREGISTERED_PROTOCOL.md,7147,s but called the Responses API using legacy `json_object` mode. WF1-A sends those frozen schemas through strict `json_schema` Structured Outputs. Purpose: reduce malformed-object/invalid-key output without changing the scientific topology task. ### C2 — E7_DELETE switch dependency Original E7 is the switch-linked edge 3→1. Deleting it while leaving the original s,,"TERED / ZERO-OBSERVATION FREEZE No WF1-A API observations may be generated until this protocol, runner, staged original-V12 inputs, and zero-cost preflight outputs are hashed and frozen. ## Scientific role WF1-A prospectively replicates the original V12 causal-topology experiment on fresh deterministic seed variants while correcting known implementation/validato",
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF1_A_V12_R_PREREGISTRATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\PROTOCOL\WF1_A_V12_R_PREREGISTRATION.json,1490,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,4 positive authority signals,00_V12_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\SOURCE_PROVENANCE\00_V12_FREEZE_RECORD.txt,969,,,V12 RELATIONAL TOPOLOGY CAUSAL MAP — ORIGINAL FROZEN EXPERIMENT Freeze date: 2026-09-12 17:59:58 MAIN Valid cells: 8156 / 8160 Missing cells: 4 / 8160 Completion: 99.95098% NATIVE Valid cells: 720 / 720 Completion: 100% STABLE UN,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,14_CONTROL_MATCH_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\SOURCE_PROVENANCE\14_CONTROL_MATCH_AUDIT.csv,185162,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\PROTOCOL\PREFLIGHT_FREEZE\00D_PREFLIGHT_SUMMARY.json,402,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,3 positive authority signals,00_PREFLIGHT_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\PROTOCOL\PREFLIGHT_FREEZE\00_PREFLIGHT_FREEZE_RECORD.txt,701,,,WF1-A — V12-R CORRECTIVE CAUSAL TOPOLOGY REPLICATION PRE-API ZERO-OBSERVATION PREFLIGHT FREEZE STATUS: PASS Experiment: WF1-A Fresh seed range: 1080-1159 Conditions: 34 Frozen main prompt variants: 2720 Main API cells preregistered: 8160 Native prompt variants: 240 Native API cells preregistered: 720 All deterministic feasibility witnesses valid: Tr,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00_PREFLIGHT_FREEZE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\PROTOCOL\PREFLIGHT_FREEZE\00_PREFLIGHT_FREEZE_SHA256.csv,967,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,14_CONTROL_MATCH_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\PROTOCOL\PREFLIGHT_FREEZE\14_CONTROL_MATCH_AUDIT.csv,185162,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,5 positive authority signals,WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_FINAL_ENDPOINT_AUDIT_20260913_235758\WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt,548364,,,GY\ADJUDICATION\WF1_A_FINAL_ENDPOINT_AUDIT_20260913_235758\WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt ============================================================ WF1-A FINAL ENDPOINT AUDIT ============================================================ UTC: 2026-09-13T20:57:58.5213657Z ============================================================ S2A_G,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00_FINAL_COMPLETENESS.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\00_FINAL_COMPLETENESS.json,233,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,01_FINAL_PERSISTENT_MISSING_CELLS.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\01_FINAL_PERSISTENT_MISSING_CELLS.csv,657,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,2674,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,06_FINAL_SOURCE_TREE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\06_FINAL_SOURCE_TREE_SHA256.csv,13545,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,07_COLLECTION_FREEZE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\07_COLLECTION_FREEZE_SHA256.csv,787,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,06_S1_MISSINGNESS_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\06_S1_MISSINGNESS_SUMMARY.json,2304,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,08_S1_SHA256_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\08_S1_SHA256_MANIFEST.csv,838,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,04_S2_ROBUSTNESS_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\04_S2_ROBUSTNESS_ADJUDICATION.json,1896,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,06_S2_SHA256_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\06_S2_SHA256_MANIFEST.csv,5157,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\16_FINAL_SUMMARY.json,1674,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,21A_DEVELOPMENT_PRECISION_MATRIX.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21A_DEVELOPMENT_PRECISION_MATRIX.csv,6069,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,21_DEVELOPMENT_DISTANCE_SCALES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\21_DEVELOPMENT_DISTANCE_SCALES.csv,964,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,8487,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\16_FINAL_SUMMARY.json,1675,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,21A_DEVELOPMENT_PRECISION_MATRIX.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\21A_DEVELOPMENT_PRECISION_MATRIX.csv,6056,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,21_DEVELOPMENT_DISTANCE_SCALES.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\21_DEVELOPMENT_DISTANCE_SCALES.csv,981,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,8437,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\00D_PREFLIGHT_SUMMARY.json,402,,,,
